label_frequency,PUMD_rf,PUMD_xgboost,PUMD_svm,PUMD_lr
0.1,0.9326303456356181,0.9206527855936972,0.884657236126224,0.35411789742498406
0.2,0.9379042690815007,0.9075215782983971,0.8150193263390391,0.4051045343469998
0.3,0.9284132841328412,0.8995010691375623,0.7740784780023781,0.35883324160704455
0.4,0.9216354344122658,0.8872549019607843,0.7108821635544108,0.3867403314917127
0.5,0.9207622868605817,0.8657276995305164,0.6919642857142857,0.3484735666418466
0.6,0.8975000000000001,0.8466981132075473,0.566820276497696,0.32195975503062113
0.7,0.8805237315875615,0.8035982008995503,0.5036363636363637,0.321865889212828
0.8,0.8484848484848485,0.7665198237885463,0.3995680345572355,0.25222755311857437
0.9,0.7542372881355932,0.7,0.42685851318944834,0.3903508771929824
