lf,f_score,gmean,recall,precision,acc,auc,mcc
0.1,0.8470736312146003,0.8873114128868348,0.789906103286385,0.9131614654002713,0.9880952380952381,0.9871982319959292,0.8433073544983172
0.2,0.8249075215782984,0.9353587879052077,0.8837516512549538,0.7734104046242775,0.9860215583009303,0.9874392513770589,0.8196341135588829
0.3,0.8232005590496155,0.9389038368254115,0.8897280966767371,0.7659297789336801,0.9874888735041044,0.9864464595728379,0.819217016361866
0.4,0.807905138339921,0.9439771996325325,0.8996478873239436,0.733142037302726,0.9879272655007949,0.9870204354964142,0.8062176539169463
0.5,0.8351870576339737,0.9310018185346247,0.8713080168776371,0.8019417475728156,0.991863831486473,0.9875141294124752,0.8317750228926432
0.6,0.8358585858585857,0.9362123857128591,0.8803191489361702,0.7956730769230769,0.9934791332263242,0.9860370980724884,0.8336481033113694
0.7,0.794348508634223,0.9463692377264498,0.900355871886121,0.7106741573033708,0.9933975102061388,0.9867903485215671,0.7967628888630022
0.8,0.7354838709677419,0.9536436473658362,0.9144385026737968,0.6151079136690647,0.9937712057527726,0.98930289907374,0.7472392507451917
0.9,0.6887966804979253,0.9533958698133643,0.9120879120879121,0.5533333333333333,0.9961834003358607,0.9958060855300119,0.7088162769557111
